usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PARTICIPANT,STUDY_ID,SESSION,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,key_resp.rt,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.021,"[""0.727"",""0.296"",""0.465"",""0.843""]","[0,1,1,1]",0,14,14,14,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.03,"[""0.050"",""0.797"",""0.465"",""0.843""]","[1,0,1,1]",0,15,15,15,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.183,"[""0.797"",""0.296"",""0.465"",""0.843""]","[0,1,1,1]",0,16,16,16,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.065,"[""0.229"",""0.565"",""0.634"",""0.966""]","[1,1,0,1]",0,17,17,17,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.049,"[""0.050"",""0.296"",""0.465"",""0.727""]","[1,1,1,0]",0,18,18,18,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.157,"[""0.229"",""0.726"",""0.672"",""0.966""]","[1,0,1,1]",0,19,19,19,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.047,"[""0.135"",""0.797"",""0.521"",""0.763""]","[1,0,1,1]",0,20,20,20,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.092,"[""0.096"",""0.565"",""0.672"",""0.966""]","[0,1,1,1]",0,21,21,21,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.556,"[""0.050"",""0.729"",""0.465"",""0.843""]","[1,0,1,1]",0,22,22,22,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.08,"[""0.727"",""0.360"",""0.893"",""0.929""]","[0,1,1,1]",0,23,23,23,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.121,"[""0.183"",""0.096"",""0.893"",""0.929""]","[1,0,1,1]",0,24,24,24,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.099,"[""0.050"",""0.296"",""0.084"",""0.843""]","[1,1,0,1]",0,25,25,25,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.193,"[""0.183"",""0.360"",""0.721"",""0.929""]","[1,1,0,1]",0,26,26,26,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.017,"[""0.096"",""0.410"",""0.521"",""0.763""]","[0,1,1,1]",0,27,27,27,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.138,"[""0.135"",""0.410"",""0.099"",""0.763""]","[1,1,0,1]",0,28,28,28,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.018,"[""0.229"",""0.565"",""0.672"",""0.634""]","[1,1,1,0]",0,29,29,29,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.033,"[""0.183"",""0.360"",""0.893"",""0.729""]","[1,1,1,0]",0,30,30,30,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.087,"[""0.135"",""0.410"",""0.521"",""0.729""]","[1,1,1,0]",0,31,31,31,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.064,"[""0.084"",""0.565"",""0.672"",""0.966""]","[0,1,1,1]",0,32,32,32,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.185,"[""0.135"",""0.726"",""0.521"",""0.763""]","[1,0,1,1]",0,33,33,33,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.042,"[""0.618"",""0.360"",""0.893"",""0.929""]","[0,1,1,1]",0,34,34,34,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.166,"[""0.183"",""0.726"",""0.893"",""0.929""]","[1,0,1,1]",0,35,35,35,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.134,"[""0.797"",""0.296"",""0.465"",""0.843""]","[0,1,1,1]",0,36,36,36,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.217,"[""0.135"",""0.410"",""0.521"",""0.096""]","[1,1,1,0]",0,37,37,37,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.085,"[""0.183"",""0.360"",""0.634"",""0.929""]","[1,1,0,1]",0,38,38,38,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.067,"[""0.229"",""0.565"",""0.672"",""0.618""]","[1,1,1,0]",0,39,39,39,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.067,"[""0.135"",""0.410"",""0.729"",""0.763""]","[1,1,0,1]",0,40,40,40,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.084,"[""0.050"",""0.296"",""0.605"",""0.843""]","[1,1,0,1]",0,41,41,41,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.218,"[""0.229"",""0.096"",""0.672"",""0.966""]","[1,0,1,1]",0,42,42,42,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.135,"[""0.183"",""0.360"",""0.893"",""0.726""]","[1,1,1,0]",0,43,43,43,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.055,"[""0.050"",""0.296"",""0.465"",""0.727""]","[1,1,1,0]",0,44,44,44,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.122,"[""0.721"",""0.410"",""0.521"",""0.763""]","[0,1,1,1]",0,45,45,45,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.13,"[""0.050"",""0.726"",""0.465"",""0.843""]","[1,0,1,1]",0,46,46,46,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.166,"[""0.229"",""0.565"",""0.729"",""0.966""]","[1,1,0,1]",0,47,47,47,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.116,"[""0.050"",""0.618"",""0.465"",""0.843""]","[1,0,1,1]",0,48,48,48,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.001,"[""0.605"",""0.410"",""0.521"",""0.763""]","[0,1,1,1]",0,49,49,49,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.002,"[""0.183"",""0.360"",""0.616"",""0.929""]","[1,1,0,1]",0,50,50,50,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.198,"[""0.229"",""0.565"",""0.721"",""0.966""]","[1,1,0,1]",0,51,51,51,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.099,"[""0.050"",""0.296"",""0.465"",""0.727""]","[1,1,1,0]",0,52,52,52,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.173,"[""0.135"",""0.410"",""0.616"",""0.763""]","[1,1,0,1]",0,53,53,53,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.013,"[""0.605"",""0.360"",""0.893"",""0.929""]","[0,1,1,1]",0,54,54,54,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.19,"[""0.229"",""0.618"",""0.672"",""0.966""]","[1,0,1,1]",0,55,55,55,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.1,"[""0.605"",""0.296"",""0.465"",""0.843""]","[0,1,1,1]",0,56,56,56,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.158,"[""0.229"",""0.565"",""0.672"",""0.605""]","[1,1,1,0]",0,57,57,57,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.035,"[""0.713"",""0.565"",""0.672"",""0.966""]","[0,1,1,1]",0,58,58,58,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.167,"[""0.135"",""0.410"",""0.521"",""0.616""]","[1,1,1,0]",0,59,59,59,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.091,"[""0.050"",""0.296"",""0.099"",""0.843""]","[1,1,0,1]",0,60,60,60,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,0,0.238,"[""0.135"",""0.099"",""0.521"",""0.763""]","[1,0,1,1]",0,61,61,61,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.149,"[""0.183"",""0.360"",""0.893"",""0.713""]","[1,1,1,0]",0,62,62,62,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,a,1,0.183,"[""0.183"",""0.099"",""0.893"",""0.929""]","[1,0,1,1]",0,63,63,63,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0, ,,0,2.001049633,86.112,0,0,0,0,1,2,1
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,  ,,0,3.357717656,86.488,0,0,0,0,1,2,1
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,  ,,0,5.571228641,86.968,0,0,0,0,1,2,1
,,001,2022-05-12_11h02.53.173,classification_task,2021.2.3,Win32,59.95203837,IGNORE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,1
